UR #	ILLOC	SR	
36235:	Q  	Aux S Not Verb P O3[+WH]                          	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH][SLASH O1](NegBar[+WH][SLASH O1](Neg"Not")(VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP[+WH]"P""O3[+WH]")))))))))        132	
36236:	Q  	Aux S Verb Adv[+WH]                               	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""Adv[+WH]"))))))        132	
36237:	Q  	Aux S Verb O2 Adv[+WH]                            	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2""Adv[+WH]"))))))        132	
36238:	Q  	Aux S Verb O2 P O3 Adv[+WH]                       	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")"Adv[+WH]"))))))        132	
36239:	Q  	Aux S Verb O2 P O3[+WH] Adv                       	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP[+WH]"P""O3[+WH]")"Adv"))))))        132	
36240:	Q  	Aux S Verb O2 P O3[+WH]                           	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP[+WH]"P""O3[+WH]")))))))        132	
36241:	Q  	Aux S Verb O2[+WH] Adv                            	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2[+WH]""Adv"))))))        132	
36242:	Q  	Aux S Verb O2[+WH] P O3 Adv                       	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2[+WH]"(PP"P""O3")"Adv"))))))        132	
36243:	Q  	Aux S Verb O2[+WH] P O3                           	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2[+WH]"(PP"P""O3")))))))        132	
36244:	Q  	Aux S Verb O2[+WH]                                	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2[+WH]"))))))        132	
36245:	Q  	Aux S Verb P O3 Adv[+WH]                          	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")"Adv[+WH]"))))))        132	
36246:	Q  	Aux S Verb P O3[+WH] Adv                          	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP[+WH]"P""O3[+WH]")"Adv"))))))        132	
36247:	Q  	Aux S Verb P O3[+WH]                              	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP[+WH]"P""O3[+WH]")))))))        132	
36284:	Q  	Aux S[+WH] Never Verb Adv                         	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""Adv"))))))))        132	
36285:	Q  	Aux S[+WH] Never Verb O2 Adv                      	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2""Adv"))))))))        132	
36286:	Q  	Aux S[+WH] Never Verb O2 P O3 Adv                 	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")"Adv"))))))))        132	
36287:	Q  	Aux S[+WH] Never Verb O2 P O3                     	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")))))))))        132	
36288:	Q  	Aux S[+WH] Never Verb O2                          	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"))))))))        132	
36289:	Q  	Aux S[+WH] Never Verb P O3 Adv                    	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")"Adv"))))))))        132	
36290:	Q  	Aux S[+WH] Never Verb P O3                        	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")))))))))        132	
36291:	Q  	Aux S[+WH] Never Verb                             	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"))))))))        132	
36292:	Q  	Aux S[+WH] Not Verb Adv                           	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""Adv"))))))))        132	
36293:	Q  	Aux S[+WH] Not Verb O2 Adv                        	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2""Adv"))))))))        132	
36294:	Q  	Aux S[+WH] Not Verb O2 P O3 Adv                   	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")"Adv"))))))))        132	
36295:	Q  	Aux S[+WH] Not Verb O2 P O3                       	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")))))))))        132	
36296:	Q  	Aux S[+WH] Not Verb O2                            	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"))))))))        132	
36297:	Q  	Aux S[+WH] Not Verb P O3 Adv                      	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")"Adv"))))))))        132	
36298:	Q  	Aux S[+WH] Not Verb P O3                          	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")))))))))        132	
36299:	Q  	Aux S[+WH] Not Verb                               	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"))))))))        132	
36300:	Q  	Aux S[+WH] Verb Adv                               	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""Adv"))))))        132	
36301:	Q  	Aux S[+WH] Verb O2 Adv                            	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2""Adv"))))))        132	
36302:	Q  	Aux S[+WH] Verb O2 P O3 Adv                       	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")"Adv"))))))        132	
36303:	Q  	Aux S[+WH] Verb O2 P O3                           	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")))))))        132	
36304:	Q  	Aux S[+WH] Verb O2                                	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"))))))        132	
36305:	Q  	Aux S[+WH] Verb P O3 Adv                          	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")"Adv"))))))        132	
36306:	Q  	Aux S[+WH] Verb P O3                              	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")))))))        132	
36307:	Q  	Aux S[+WH] Verb                                   	(CP[ILLOC Q][+FIN][+WH]"O1[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S[+WH]"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"))))))        132	
38452:	Q  	O1 Aux S Never Verb Adv[+WH]                      	(CP[ILLOC Q][+FIN][+WH]"O1[+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH][SLASH O1]"Never"(Negbar[+WH][SLASH O1](VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""Adv[+WH]"))))))))        132	
38453:	Q  	O1 Aux S Never Verb O2 Adv[+WH]                   	(CP[ILLOC Q][+FIN][+WH]"O1[+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH][SLASH O1]"Never"(Negbar[+WH][SLASH O1](VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2""Adv[+WH]"))))))))        132	
38454:	Q  	O1 Aux S Never Verb O2 P O3 Adv[+WH]              	(CP[ILLOC Q][+FIN][+WH]"O1[+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH][SLASH O1]"Never"(Negbar[+WH][SLASH O1](VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")"Adv[+WH]"))))))))        132	
38455:	Q  	O1 Aux S Never Verb O2 P O3[+WH] Adv              	(CP[ILLOC Q][+FIN][+WH]"O1[+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][+WH][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH][SLASH O1]"Never"(Negbar[+WH][SLASH O1](VP[+WH][SLASH O1](Vbar[+WH][SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP[+WH]"P""O3[+WH]")"Adv"))))))))        132	
